day,hospital_id,cohort,arrivals
4,H50,c4,6
5,H50,c4,5
6,H50,c4,5
7,H50,c4,6
1,H51,c1,9
2,H51,c1,9
3,H51,c1,10
4,H51,c1,10
5,H51,c1,9
6,H51,c1,9
7,H51,c1,11
1,H51,c2,6
2,H51,c2,6
3,H51,c2,6
4,H51,c2,7
5,H51,c2,6
6,H51,c2,6
7,H51,c2,7
1,H51,c3,2
2,H51,c3,2
3,H51,c3,2
4,H51,c3,2
5,H51,c3,2
6,H51,c3,2
7,H51,c3,2
1,H51,c4,3
2,H51,c4,3
3,H51,c4,3
4,H51,c4,3
5,H51,c4,3
6,H51,c4,3
7,H51,c4,4
1,H52,c1,9
2,H52,c1,9
3,H52,c1,10
4,H52,c1,10
5,H52,c1,9
6,H52,c1,9
7,H52,c1,11
1,H52,c2,6
2,H52,c2,6
3,H52,c2,6
4,H52,c2,7
5,H52,c2,6
6,H52,c2,6
7,H52,c2,7
1,H52,c3,2
2,H52,c3,2
3,H52,c3,2
4,H52,c3,2
5,H52,c3,2
6,H52,c3,2
7,H52,c3,2
1,H52,c4,3
2,H52,c4,3
3,H52,c4,3
4,H52,c4,3
5,H52,c4,3
6,H52,c4,3
7,H52,c4,4
1,H53,c1,6
2,H53,c1,6
3,H53,c1,6
4,H53,c1,7
5,H53,c1,6
6,H53,c1,6
7,H53,c1,7
1,H53,c2,4
2,H53,c2,4
3,H53,c2,4
4,H53,c2,4
5,H53,c2,4
6,H53,c2,4
7,H53,c2,5
1,H53,c3,1
2,H53,c3,1
3,H53,c3,1
4,H53,c3,1
5,H53,c3,1
6,H53,c3,1
7,H53,c3,1
1,H53,c4,2
2,H53,c4,2
3,H53,c4,2
4,H53,c4,2
5,H53,c4,2
6,H53,c4,2
7,H53,c4,2
1,H54,c1,6
2,H54,c1,6
3,H54,c1,6
4,H54,c1,7
5,H54,c1,6
6,H54,c1,6
7,H54,c1,7
1,H54,c2,4
2,H54,c2,4
3,H54,c2,4
4,H54,c2,4
5,H54,c2,4
6,H54,c2,4
7,H54,c2,5
1,H54,c3,1
2,H54,c3,1
3,H54,c3,1
4,H54,c3,1
5,H54,c3,1
6,H54,c3,1
7,H54,c3,1
1,H54,c4,2
2,H54,c4,2
3,H54,c4,2
4,H54,c4,2
5,H54,c4,2
6,H54,c4,2
7,H54,c4,2
1,H55,c1,6
2,H55,c1,6
3,H55,c1,6
4,H55,c1,7
5,H55,c1,6
6,H55,c1,6
7,H55,c1,7
1,H55,c2,4
2,H55,c2,4
3,H55,c2,4
4,H55,c2,4
5,H55,c2,4
6,H55,c2,4
7,H55,c2,5
1,H55,c3,1
2,H55,c3,1
3,H55,c3,1
4,H55,c3,1
5,H55,c3,1
6,H55,c3,1
7,H55,c3,1
1,H55,c4,2
2,H55,c4,2
3,H55,c4,2
4,H55,c4,2
5,H55,c4,2
6,H55,c4,2
7,H55,c4,2
1,H56,c1,6
2,H56,c1,6
3,H56,c1,6
4,H56,c1,7
5,H56,c1,6
6,H56,c1,6
7,H56,c1,7
1,H56,c2,4
2,H56,c2,4
3,H56,c2,4
4,H56,c2,4
5,H56,c2,4
6,H56,c2,4
7,H56,c2,5
1,H56,c3,1
2,H56,c3,1
3,H56,c3,1
4,H56,c3,1
5,H56,c3,1
6,H56,c3,1
7,H56,c3,1
1,H56,c4,2
2,H56,c4,2
3,H56,c4,2
4,H56,c4,2
5,H56,c4,2
6,H56,c4,2
7,H56,c4,2
1,H57,c1,12
2,H57,c1,13
3,H57,c1,12
4,H57,c1,14
5,H57,c1,13
6,H57,c1,12
7,H57,c1,15
1,H57,c2,8
2,H57,c2,8
3,H57,c2,9
4,H57,c2,9
5,H57,c2,8
6,H57,c2,8
7,H57,c2,10
1,H57,c3,3
2,H57,c3,3
3,H57,c3,3
4,H57,c3,4
5,H57,c3,3
6,H57,c3,3
7,H57,c3,4
1,H57,c4,5
2,H57,c4,5
3,H57,c4,6
4,H57,c4,6
5,H57,c4,5
6,H57,c4,5
7,H57,c4,6
1,H58,c1,9
2,H58,c1,9
3,H58,c1,10
4,H58,c1,10
5,H58,c1,9
6,H58,c1,9
7,H58,c1,11
1,H58,c2,6
2,H58,c2,6
3,H58,c2,6
4,H58,c2,7
5,H58,c2,6
6,H58,c2,6
7,H58,c2,7
1,H58,c3,2
2,H58,c3,2
3,H58,c3,2
4,H58,c3,2
5,H58,c3,2
6,H58,c3,2
7,H58,c3,2
1,H58,c4,3
2,H58,c4,3
3,H58,c4,3
4,H58,c4,3
5,H58,c4,3
6,H58,c4,3
7,H58,c4,4
1,H59,c1,9
2,H59,c1,9
3,H59,c1,10
4,H59,c1,10
5,H59,c1,9
6,H59,c1,9
7,H59,c1,11
1,H59,c2,6
2,H59,c2,6
3,H59,c2,6
4,H59,c2,7
5,H59,c2,6
6,H59,c2,6
7,H59,c2,7
1,H59,c3,2
2,H59,c3,2
3,H59,c3,2
4,H59,c3,2
5,H59,c3,2
6,H59,c3,2
7,H59,c3,2
1,H59,c4,3
2,H59,c4,3
3,H59,c4,3
4,H59,c4,3
5,H59,c4,3
6,H59,c4,3
7,H59,c4,4
1,H60,c1,6
2,H60,c1,6
3,H60,c1,6
4,H60,c1,7
5,H60,c1,6
6,H60,c1,6
7,H60,c1,7
1,H60,c2,4
2,H60,c2,4
3,H60,c2,4
4,H60,c2,4
5,H60,c2,4
6,H60,c2,4
7,H60,c2,5
1,H60,c3,1
2,H60,c3,1
3,H60,c3,1
4,H60,c3,1
5,H60,c3,1
6,H60,c3,1
7,H60,c3,1
1,H60,c4,2
2,H60,c4,2
3,H60,c4,2
4,H60,c4,2
5,H60,c4,2
6,H60,c4,2
7,H60,c4,2
1,H61,c1,6
2,H61,c1,6
3,H61,c1,6
4,H61,c1,7
5,H61,c1,6
6,H61,c1,6
7,H61,c1,7
1,H61,c2,4
2,H61,c2,4
3,H61,c2,4
4,H61,c2,4
5,H61,c2,4
6,H61,c2,4
7,H61,c2,5
1,H61,c3,1
2,H61,c3,1
3,H61,c3,1
4,H61,c3,1
5,H61,c3,1
6,H61,c3,1
7,H61,c3,1
1,H61,c4,2
2,H61,c4,2
3,H61,c4,2
4,H61,c4,2
5,H61,c4,2
6,H61,c4,2
7,H61,c4,2
1,H62,c1,6
2,H62,c1,6
3,H62,c1,6
4,H62,c1,7
5,H62,c1,6
6,H62,c1,6
7,H62,c1,7
1,H62,c2,4
2,H62,c2,4
3,H62,c2,4
4,H62,c2,4
5,H62,c2,4
6,H62,c2,4
7,H62,c2,5
1,H62,c3,1
2,H62,c3,1
3,H62,c3,1
4,H62,c3,1
5,H62,c3,1
6,H62,c3,1
7,H62,c3,1
1,H62,c4,2
2,H62,c4,2
3,H62,c4,2
4,H62,c4,2
5,H62,c4,2
6,H62,c4,2
7,H62,c4,2
1,H63,c1,6
2,H63,c1,6
3,H63,c1,6
4,H63,c1,7
5,H63,c1,6
6,H63,c1,6
7,H63,c1,7
1,H63,c2,4
2,H63,c2,4
3,H63,c2,4
4,H63,c2,4
5,H63,c2,4
6,H63,c2,4
7,H63,c2,5
1,H63,c3,1
2,H63,c3,1
3,H63,c3,1
4,H63,c3,1
5,H63,c3,1
6,H63,c3,1
7,H63,c3,1
1,H63,c4,2
2,H63,c4,2
3,H63,c4,2
4,H63,c4,2
5,H63,c4,2
6,H63,c4,2
7,H63,c4,2
1,H64,c1,12
2,H64,c1,13
3,H64,c1,12
4,H64,c1,14
5,H64,c1,13
6,H64,c1,12
7,H64,c1,15
1,H64,c2,8
2,H64,c2,8
3,H64,c2,9
4,H64,c2,9
5,H64,c2,8
6,H64,c2,8
7,H64,c2,10
1,H64,c3,3
2,H64,c3,3
3,H64,c3,3
4,H64,c3,4
5,H64,c3,3
6,H64,c3,3
7,H64,c3,4
1,H64,c4,5
2,H64,c4,5
3,H64,c4,6
4,H64,c4,6
5,H64,c4,5
6,H64,c4,5
7,H64,c4,6
1,H65,c1,9
2,H65,c1,9
3,H65,c1,10
4,H65,c1,10
5,H65,c1,9
6,H65,c1,9
7,H65,c1,11
1,H65,c2,6
2,H65,c2,6
3,H65,c2,6
4,H65,c2,7
5,H65,c2,6
6,H65,c2,6
7,H65,c2,7
1,H65,c3,2
2,H65,c3,2
3,H65,c3,2
4,H65,c3,2
5,H65,c3,2
6,H65,c3,2
7,H65,c3,2
1,H65,c4,3
2,H65,c4,3
3,H65,c4,3
4,H65,c4,3
5,H65,c4,3
6,H65,c4,3
7,H65,c4,4
1,H66,c1,9
2,H66,c1,9
3,H66,c1,10
4,H66,c1,10
5,H66,c1,9
6,H66,c1,9
7,H66,c1,11
1,H66,c2,6
2,H66,c2,6
3,H66,c2,6
4,H66,c2,7
5,H66,c2,6
6,H66,c2,6
7,H66,c2,7
1,H66,c3,2
2,H66,c3,2
3,H66,c3,2
4,H66,c3,2
5,H66,c3,2
6,H66,c3,2
7,H66,c3,2
1,H66,c4,3
2,H66,c4,3
3,H66,c4,3
4,H66,c4,3
5,H66,c4,3
6,H66,c4,3
7,H66,c4,4
1,H67,c1,6
2,H67,c1,6
3,H67,c1,6
4,H67,c1,7
5,H67,c1,6
6,H67,c1,6
7,H67,c1,7
1,H67,c2,4
2,H67,c2,4
3,H67,c2,4
4,H67,c2,4
5,H67,c2,4
6,H67,c2,4
7,H67,c2,5
1,H67,c3,1
2,H67,c3,1
3,H67,c3,1
4,H67,c3,1
5,H67,c3,1
6,H67,c3,1
7,H67,c3,1
1,H67,c4,2
2,H67,c4,2
3,H67,c4,2
4,H67,c4,2
5,H67,c4,2
6,H67,c4,2
7,H67,c4,2
1,H68,c1,6
2,H68,c1,6
3,H68,c1,6
4,H68,c1,7
5,H68,c1,6
6,H68,c1,6
7,H68,c1,7
1,H68,c2,4
2,H68,c2,4
3,H68,c2,4
4,H68,c2,4
5,H68,c2,4
6,H68,c2,4
7,H68,c2,5
1,H68,c3,1
2,H68,c3,1
3,H68,c3,1
4,H68,c3,1
5,H68,c3,1
6,H68,c3,1
7,H68,c3,1
1,H68,c4,2
2,H68,c4,2
3,H68,c4,2
4,H68,c4,2
5,H68,c4,2
6,H68,c4,2
7,H68,c4,2
1,H69,c1,6
2,H69,c1,6
3,H69,c1,6
4,H69,c1,7
5,H69,c1,6
6,H69,c1,6
7,H69,c1,7
1,H69,c2,4
2,H69,c2,4
3,H69,c2,4
4,H69,c2,4
5,H69,c2,4
6,H69,c2,4
7,H69,c2,5
1,H69,c3,1
2,H69,c3,1
3,H69,c3,1
4,H69,c3,1
5,H69,c3,1
6,H69,c3,1
7,H69,c3,1
1,H69,c4,2
2,H69,c4,2
3,H69,c4,2
4,H69,c4,2
5,H69,c4,2
6,H69,c4,2
7,H69,c4,2
1,H70,c1,6
2,H70,c1,6
3,H70,c1,6
4,H70,c1,7
5,H70,c1,6
6,H70,c1,6
7,H70,c1,7
1,H70,c2,4
2,H70,c2,4
3,H70,c2,4
4,H70,c2,4
5,H70,c2,4
6,H70,c2,4
7,H70,c2,5
1,H70,c3,1
2,H70,c3,1
3,H70,c3,1
4,H70,c3,1
5,H70,c3,1
6,H70,c3,1
7,H70,c3,1
1,H70,c4,2
2,H70,c4,2
3,H70,c4,2
4,H70,c4,2
5,H70,c4,2
6,H70,c4,2
7,H70,c4,2
1,H71,c1,12
2,H71,c1,13
3,H71,c1,12
4,H71,c1,14
5,H71,c1,13
6,H71,c1,12
7,H71,c1,15
1,H71,c2,8
2,H71,c2,8
3,H71,c2,9
4,H71,c2,9
5,H71,c2,8
6,H71,c2,8
7,H71,c2,10
1,H71,c3,3
2,H71,c3,3
3,H71,c3,3
4,H71,c3,4
5,H71,c3,3
6,H71,c3,3
7,H71,c3,4
1,H71,c4,5
2,H71,c4,5
3,H71,c4,6
4,H71,c4,6
5,H71,c4,5
6,H71,c4,5
7,H71,c4,6
1,H72,c1,9
2,H72,c1,9
3,H72,c1,10
4,H72,c1,10
5,H72,c1,9
6,H72,c1,9
7,H72,c1,11
1,H72,c2,6
2,H72,c2,6
3,H72,c2,6
4,H72,c2,7
5,H72,c2,6
6,H72,c2,6
7,H72,c2,7
1,H72,c3,2
2,H72,c3,2
3,H72,c3,2
4,H72,c3,2
5,H72,c3,2
6,H72,c3,2
7,H72,c3,2
1,H72,c4,3
2,H72,c4,3
3,H72,c4,3
4,H72,c4,3
5,H72,c4,3
6,H72,c4,3
7,H72,c4,4
1,H73,c1,9
2,H73,c1,9
3,H73,c1,10
4,H73,c1,10
5,H73,c1,9
6,H73,c1,9
7,H73,c1,11
1,H73,c2,6
2,H73,c2,6
3,H73,c2,6
4,H73,c2,7
5,H73,c2,6
6,H73,c2,6
7,H73,c2,7
1,H73,c3,2
2,H73,c3,2
3,H73,c3,2
4,H73,c3,2
5,H73,c3,2
6,H73,c3,2
7,H73,c3,2
1,H73,c4,3
2,H73,c4,3
3,H73,c4,3
4,H73,c4,3
5,H73,c4,3
6,H73,c4,3
7,H73,c4,4
1,H74,c1,6
2,H74,c1,6
3,H74,c1,6
4,H74,c1,7
5,H74,c1,6
6,H74,c1,6
7,H74,c1,7
1,H74,c2,4
2,H74,c2,4
3,H74,c2,4
4,H74,c2,4
5,H74,c2,4
6,H74,c2,4
7,H74,c2,5
1,H74,c3,1
2,H74,c3,1
3,H74,c3,1
4,H74,c3,1
5,H74,c3,1
6,H74,c3,1
7,H74,c3,1
1,H74,c4,2
2,H74,c4,2
3,H74,c4,2
4,H74,c4,2
5,H74,c4,2
6,H74,c4,2
7,H74,c4,2
1,H75,c1,6
2,H75,c1,6
3,H75,c1,6
4,H75,c1,7
5,H75,c1,6
6,H75,c1,6
7,H75,c1,7
1,H75,c2,4
2,H75,c2,4
3,H75,c2,4
4,H75,c2,4
5,H75,c2,4
6,H75,c2,4
7,H75,c2,5
1,H75,c3,1
2,H75,c3,1
3,H75,c3,1
4,H75,c3,1
5,H75,c3,1
6,H75,c3,1
7,H75,c3,1
1,H75,c4,2
2,H75,c4,2
3,H75,c4,2
4,H75,c4,2
5,H75,c4,2
6,H75,c4,2
7,H75,c4,2
1,H76,c1,6
2,H76,c1,6
3,H76,c1,6
4,H76,c1,7
5,H76,c1,6
6,H76,c1,6
7,H76,c1,7
1,H76,c2,4
2,H76,c2,4
3,H76,c2,4
4,H76,c2,4
5,H76,c2,4
6,H76,c2,4
7,H76,c2,5
1,H76,c3,1
2,H76,c3,1
3,H76,c3,1
4,H76,c3,1
5,H76,c3,1
6,H76,c3,1
7,H76,c3,1
1,H76,c4,2
2,H76,c4,2
3,H76,c4,2
4,H76,c4,2
5,H76,c4,2
6,H76,c4,2
7,H76,c4,2
1,H77,c1,6
2,H77,c1,6
3,H77,c1,6
4,H77,c1,7
5,H77,c1,6
6,H77,c1,6
7,H77,c1,7
1,H77,c2,4
2,H77,c2,4
3,H77,c2,4
4,H77,c2,4
5,H77,c2,4
6,H77,c2,4
7,H77,c2,5
1,H77,c3,1
2,H77,c3,1
3,H77,c3,1
4,H77,c3,1
5,H77,c3,1
6,H77,c3,1
7,H77,c3,1
1,H77,c4,2
2,H77,c4,2
3,H77,c4,2
4,H77,c4,2
5,H77,c4,2
6,H77,c4,2
7,H77,c4,2
1,H78,c1,12
2,H78,c1,13
3,H78,c1,12
4,H78,c1,14
5,H78,c1,13
6,H78,c1,12
7,H78,c1,15
1,H78,c2,8
2,H78,c2,8
3,H78,c2,9
4,H78,c2,9
5,H78,c2,8
6,H78,c2,8
7,H78,c2,10
1,H78,c3,3
2,H78,c3,3
3,H78,c3,3
4,H78,c3,4
5,H78,c3,3
6,H78,c3,3
7,H78,c3,4
1,H78,c4,5
2,H78,c4,5
3,H78,c4,6
4,H78,c4,6
5,H78,c4,5
6,H78,c4,5
7,H78,c4,6
1,H79,c1,9
2,H79,c1,9
3,H79,c1,10
4,H79,c1,10
5,H79,c1,9
6,H79,c1,9
7,H79,c1,11
1,H79,c2,6
2,H79,c2,6
3,H79,c2,6
4,H79,c2,7
5,H79,c2,6
6,H79,c2,6
7,H79,c2,7
1,H79,c3,2
2,H79,c3,2
3,H79,c3,2
4,H79,c3,2
5,H79,c3,2
6,H79,c3,2
7,H79,c3,2
1,H79,c4,3
2,H79,c4,3
3,H79,c4,3
4,H79,c4,3
5,H79,c4,3
6,H79,c4,3
7,H79,c4,4
1,H80,c1,9
2,H80,c1,9
3,H80,c1,10
4,H80,c1,10
5,H80,c1,9
6,H80,c1,9
7,H80,c1,11
1,H80,c2,6
2,H80,c2,6
3,H80,c2,6
4,H80,c2,7
5,H80,c2,6
6,H80,c2,6
7,H80,c2,7
1,H80,c3,2
2,H80,c3,2
3,H80,c3,2
4,H80,c3,2
5,H80,c3,2
6,H80,c3,2
7,H80,c3,2
1,H80,c4,3
2,H80,c4,3
3,H80,c4,3
4,H80,c4,3
5,H80,c4,3
6,H80,c4,3
7,H80,c4,4
1,H81,c1,6
2,H81,c1,6
3,H81,c1,6
4,H81,c1,7
5,H81,c1,6
6,H81,c1,6
7,H81,c1,7
1,H81,c2,4
2,H81,c2,4
3,H81,c2,4
4,H81,c2,4
5,H81,c2,4
6,H81,c2,4
7,H81,c2,5
1,H81,c3,1
2,H81,c3,1
3,H81,c3,1
4,H81,c3,1
5,H81,c3,1
6,H81,c3,1
7,H81,c3,1
1,H81,c4,2
2,H81,c4,2
3,H81,c4,2
4,H81,c4,2
5,H81,c4,2
6,H81,c4,2
7,H81,c4,2
1,H82,c1,6
2,H82,c1,6
3,H82,c1,6
4,H82,c1,7
5,H82,c1,6
6,H82,c1,6
7,H82,c1,7
1,H82,c2,4
2,H82,c2,4
3,H82,c2,4
4,H82,c2,4
5,H82,c2,4
6,H82,c2,4
7,H82,c2,5
1,H82,c3,1
2,H82,c3,1
3,H82,c3,1
4,H82,c3,1
5,H82,c3,1
6,H82,c3,1
7,H82,c3,1
1,H82,c4,2
2,H82,c4,2
3,H82,c4,2
4,H82,c4,2
5,H82,c4,2
6,H82,c4,2
7,H82,c4,2
1,H83,c1,6
2,H83,c1,6
3,H83,c1,6
4,H83,c1,7
5,H83,c1,6
6,H83,c1,6
7,H83,c1,7
1,H83,c2,4
2,H83,c2,4
3,H83,c2,4
4,H83,c2,4
5,H83,c2,4
6,H83,c2,4
7,H83,c2,5
1,H83,c3,1
2,H83,c3,1
3,H83,c3,1
4,H83,c3,1
5,H83,c3,1
6,H83,c3,1
7,H83,c3,1
1,H83,c4,2
2,H83,c4,2
3,H83,c4,2
4,H83,c4,2
5,H83,c4,2
6,H83,c4,2
7,H83,c4,2
1,H84,c1,6
2,H84,c1,6
3,H84,c1,6
4,H84,c1,7
5,H84,c1,6
6,H84,c1,6
7,H84,c1,7
1,H84,c2,4
2,H84,c2,4
3,H84,c2,4
4,H84,c2,4
5,H84,c2,4
6,H84,c2,4
7,H84,c2,5
1,H84,c3,1
2,H84,c3,1
3,H84,c3,1
4,H84,c3,1
5,H84,c3,1
6,H84,c3,1
7,H84,c3,1
1,H84,c4,2
2,H84,c4,2
3,H84,c4,2
4,H84,c4,2
5,H84,c4,2
6,H84,c4,2
7,H84,c4,2
1,H85,c1,12
2,H85,c1,13
3,H85,c1,12
4,H85,c1,14
5,H85,c1,13
6,H85,c1,12
7,H85,c1,15
1,H85,c2,8
2,H85,c2,8
3,H85,c2,9
4,H85,c2,9
5,H85,c2,8
6,H85,c2,8
7,H85,c2,10
1,H85,c3,3
2,H85,c3,3
3,H85,c3,3
4,H85,c3,4
5,H85,c3,3
6,H85,c3,3
7,H85,c3,4
1,H85,c4,5
2,H85,c4,5
3,H85,c4,6
4,H85,c4,6
5,H85,c4,5
6,H85,c4,5
7,H85,c4,6
1,H86,c1,9
2,H86,c1,9
3,H86,c1,10
4,H86,c1,10
5,H86,c1,9
6,H86,c1,9
7,H86,c1,11
1,H86,c2,6
2,H86,c2,6
3,H86,c2,6
4,H86,c2,7
5,H86,c2,6
6,H86,c2,6
7,H86,c2,7
1,H86,c3,2
2,H86,c3,2
3,H86,c3,2
4,H86,c3,2
5,H86,c3,2
6,H86,c3,2
7,H86,c3,2
1,H86,c4,3
2,H86,c4,3
3,H86,c4,3
4,H86,c4,3
5,H86,c4,3
6,H86,c4,3
7,H86,c4,4
1,H87,c1,9
2,H87,c1,9
3,H87,c1,10
4,H87,c1,10
5,H87,c1,9
6,H87,c1,9
7,H87,c1,11
1,H87,c2,6
2,H87,c2,6
3,H87,c2,6
4,H87,c2,7
5,H87,c2,6
6,H87,c2,6
7,H87,c2,7
1,H87,c3,2
2,H87,c3,2
3,H87,c3,2
4,H87,c3,2
5,H87,c3,2
6,H87,c3,2
7,H87,c3,2
1,H87,c4,3
2,H87,c4,3
3,H87,c4,3
4,H87,c4,3
5,H87,c4,3
6,H87,c4,3
7,H87,c4,4
1,H88,c1,6
2,H88,c1,6
3,H88,c1,6
4,H88,c1,7
5,H88,c1,6
6,H88,c1,6
7,H88,c1,7
1,H88,c2,4
2,H88,c2,4
3,H88,c2,4
4,H88,c2,4
5,H88,c2,4
6,H88,c2,4
7,H88,c2,5
1,H88,c3,1
2,H88,c3,1
3,H88,c3,1
4,H88,c3,1
5,H88,c3,1
6,H88,c3,1
7,H88,c3,1
1,H88,c4,2
2,H88,c4,2
3,H88,c4,2
4,H88,c4,2
5,H88,c4,2
6,H88,c4,2
7,H88,c4,2
1,H89,c1,6
2,H89,c1,6
3,H89,c1,6
4,H89,c1,7
5,H89,c1,6
6,H89,c1,6
7,H89,c1,7
1,H89,c2,4
2,H89,c2,4
3,H89,c2,4
4,H89,c2,4
5,H89,c2,4
6,H89,c2,4
7,H89,c2,5
1,H89,c3,1
2,H89,c3,1
3,H89,c3,1
4,H89,c3,1
5,H89,c3,1
6,H89,c3,1
7,H89,c3,1
1,H89,c4,2
2,H89,c4,2
3,H89,c4,2
4,H89,c4,2
5,H89,c4,2
6,H89,c4,2
7,H89,c4,2
1,H90,c1,6
2,H90,c1,6
3,H90,c1,6
4,H90,c1,7
5,H90,c1,6
6,H90,c1,6
7,H90,c1,7
1,H90,c2,4
2,H90,c2,4
3,H90,c2,4
4,H90,c2,4
5,H90,c2,4
6,H90,c2,4
7,H90,c2,5
1,H90,c3,1
2,H90,c3,1
3,H90,c3,1
4,H90,c3,1
5,H90,c3,1
6,H90,c3,1
7,H90,c3,1
1,H90,c4,2
2,H90,c4,2
3,H90,c4,2
4,H90,c4,2
5,H90,c4,2
6,H90,c4,2
7,H90,c4,2
1,H91,c1,6
2,H91,c1,6
3,H91,c1,6
4,H91,c1,7
5,H91,c1,6
6,H91,c1,6
7,H91,c1,7
1,H91,c2,4
2,H91,c2,4
3,H91,c2,4
4,H91,c2,4
5,H91,c2,4
6,H91,c2,4
7,H91,c2,5
1,H91,c3,1
2,H91,c3,1
3,H91,c3,1
4,H91,c3,1
5,H91,c3,1
6,H91,c3,1
7,H91,c3,1
1,H91,c4,2
2,H91,c4,2
3,H91,c4,2
4,H91,c4,2
5,H91,c4,2
6,H91,c4,2
7,H91,c4,2
1,H92,c1,12
2,H92,c1,13
3,H92,c1,12
4,H92,c1,14
5,H92,c1,13
6,H92,c1,12
7,H92,c1,15
1,H92,c2,8
2,H92,c2,8
3,H92,c2,9
4,H92,c2,9
5,H92,c2,8
6,H92,c2,8
7,H92,c2,10
1,H92,c3,3
2,H92,c3,3
3,H92,c3,3
4,H92,c3,4
5,H92,c3,3
6,H92,c3,3
7,H92,c3,4
1,H92,c4,5
2,H92,c4,5
3,H92,c4,6
4,H92,c4,6
5,H92,c4,5
6,H92,c4,5
7,H92,c4,6
1,H93,c1,9
2,H93,c1,9
3,H93,c1,10
4,H93,c1,10
5,H93,c1,9
6,H93,c1,9
7,H93,c1,11
1,H93,c2,6
2,H93,c2,6
3,H93,c2,6
4,H93,c2,7
5,H93,c2,6
6,H93,c2,6
7,H93,c2,7
1,H93,c3,2
2,H93,c3,2
3,H93,c3,2
4,H93,c3,2
5,H93,c3,2
6,H93,c3,2
7,H93,c3,2
1,H93,c4,3
2,H93,c4,3
3,H93,c4,3
4,H93,c4,3
5,H93,c4,3
6,H93,c4,3
7,H93,c4,4
1,H94,c1,9
2,H94,c1,9
3,H94,c1,10
4,H94,c1,10
5,H94,c1,9
6,H94,c1,9
7,H94,c1,11
1,H94,c2,6
2,H94,c2,6
3,H94,c2,6
4,H94,c2,7
5,H94,c2,6
6,H94,c2,6
7,H94,c2,7
1,H94,c3,2
2,H94,c3,2
3,H94,c3,2
4,H94,c3,2
5,H94,c3,2
6,H94,c3,2
7,H94,c3,2
1,H94,c4,3
2,H94,c4,3
3,H94,c4,3
4,H94,c4,3
5,H94,c4,3
6,H94,c4,3
7,H94,c4,4
1,H95,c1,6
2,H95,c1,6
3,H95,c1,6
4,H95,c1,7
5,H95,c1,6
6,H95,c1,6
7,H95,c1,7
1,H95,c2,4
2,H95,c2,4
3,H95,c2,4
4,H95,c2,4
5,H95,c2,4
6,H95,c2,4
7,H95,c2,5
1,H95,c3,1
2,H95,c3,1
3,H95,c3,1
4,H95,c3,1
5,H95,c3,1
6,H95,c3,1
7,H95,c3,1
1,H95,c4,2
2,H95,c4,2
3,H95,c4,2
4,H95,c4,2
5,H95,c4,2
6,H95,c4,2
7,H95,c4,2
1,H96,c1,6
2,H96,c1,6
3,H96,c1,6
4,H96,c1,7
5,H96,c1,6
6,H96,c1,6
7,H96,c1,7
1,H96,c2,4
2,H96,c2,4
3,H96,c2,4
4,H96,c2,4
5,H96,c2,4
6,H96,c2,4
7,H96,c2,5
1,H96,c3,1
2,H96,c3,1
3,H96,c3,1
4,H96,c3,1
5,H96,c3,1
6,H96,c3,1
7,H96,c3,1
1,H96,c4,2
2,H96,c4,2
3,H96,c4,2
4,H96,c4,2
5,H96,c4,2
6,H96,c4,2
7,H96,c4,2
1,H97,c1,6
2,H97,c1,6
3,H97,c1,6
4,H97,c1,7
5,H97,c1,6
6,H97,c1,6
7,H97,c1,7
1,H97,c2,4
2,H97,c2,4
3,H97,c2,4
4,H97,c2,4
5,H97,c2,4
6,H97,c2,4
7,H97,c2,5
1,H97,c3,1
2,H97,c3,1
3,H97,c3,1
4,H97,c3,1
5,H97,c3,1
6,H97,c3,1
7,H97,c3,1
1,H97,c4,2
2,H97,c4,2
3,H97,c4,2
4,H97,c4,2
5,H97,c4,2
6,H97,c4,2
7,H97,c4,2
1,H98,c1,6
2,H98,c1,6
3,H98,c1,6
4,H98,c1,7
5,H98,c1,6
6,H98,c1,6
7,H98,c1,7
1,H98,c2,4
2,H98,c2,4
3,H98,c2,4
4,H98,c2,4
5,H98,c2,4
6,H98,c2,4
7,H98,c2,5
1,H98,c3,1
2,H98,c3,1
3,H98,c3,1
4,H98,c3,1
5,H98,c3,1
6,H98,c3,1
7,H98,c3,1
1,H98,c4,2
2,H98,c4,2
3,H98,c4,2
4,H98,c4,2
5,H98,c4,2
6,H98,c4,2
7,H98,c4,2
1,H99,c1,12
2,H99,c1,13
3,H99,c1,12
4,H99,c1,14
5,H99,c1,13
6,H99,c1,12
7,H99,c1,15
1,H99,c2,8
2,H99,c2,8
3,H99,c2,9
4,H99,c2,9
5,H99,c2,8
6,H99,c2,8
7,H99,c2,10
1,H99,c3,3
2,H99,c3,3
3,H99,c3,3
4,H99,c3,4
5,H99,c3,3
6,H99,c3,3
7,H99,c3,4
1,H99,c4,5
2,H99,c4,5
3,H99,c4,6
4,H99,c4,6
5,H99,c4,5
6,H99,c4,5
7,H99,c4,6
1,H100,c1,9
2,H100,c1,9
3,H100,c1,10
4,H100,c1,10
5,H100,c1,9
6,H100,c1,9
7,H100,c1,11
1,H100,c2,6
2,H100,c2,6
3,H100,c2,6
4,H100,c2,7
5,H100,c2,6
6,H100,c2,6
7,H100,c2,7
1,H100,c3,2
2,H100,c3,2
3,H100,c3,2
4,H100,c3,2
5,H100,c3,2
6,H100,c3,2
7,H100,c3,2
1,H100,c4,3
